year,country,song_name,lyrics,lyrics_en,language,song_name_song,style,language_song
2010,Malta,My Dream,"We used to say that dreams could be so true
Where am I? What will I be?
It’s my dream which I could share with you
A new day for you and me
Just a smile with warmth in my heart and go all the way
There’s so much in life and I’ll sing

This is my dream, I want to make it really happen
And make my dream come true
This is my dream, I’ll make it if I just believe it
In a fairytale I’ll live it, just like a new born star

Fly above like a seagull on the waves
And the sun will shine upon your face
Just believe, follow your heart and make it happen
Grow much brighter and we’ll say

This is my dream, I want to make it really happen
And make my dream come true
This is my dream, I’ll make it if i just believe it
There is nothing that could stop me
I just want the world to know

This is my dream, and I know that I’ll be strong
It will come true because I know I’ll make it happen
This is my dream","We used to say that dreams could be so true
Where am I? What will I be?
It’s my dream which I could share with you
A new day for you and me
Just a smile with warmth in my heart and go all the way
There’s so much in life and I’ll sing

This is my dream, I want to make it really happen
And make my dream come true
This is my dream, I’ll make it if I just believe it
In a fairytale I’ll live it, just like a new born star

Fly above like a seagull on the waves
And the sun will shine upon your face
Just believe, follow your heart and make it happen
Grow much brighter and we’ll say

This is my dream, I want to make it really happen
And make my dream come true
This is my dream, I’ll make it if i just believe it
There is nothing that could stop me
I just want the world to know

This is my dream, and I know that I’ll be strong
It will come true because I know I’ll make it happen
This is my dream",English,My Dream,Ballad,English
2010,Albania,It's All About You,"[Verse 1]
You are the one
You give me the something I need
It's me, and I'm calling
You are the one
Making it easy to me
In love with you I'm falling

[Pre-Chorus]
We've been down
But don't you know it went down here
And I feel it
Even now
Time that we make a deal
And seal it

[Chorus]
It's all about you
The things that I do
The rest of the world don't understand me
You're all that I dream
Everything that I need
'Cause when you are gone, I feel so empty
It's all in the way you look at me
You're driving me crazy
It's all about you
All the things that I do
You are my life
'Cause you make it amazing

[Violin Solo]

[Verse 2]
I'm the one
Who doesn't know how to say no
To you, I'm so easy
I'm the one
Who's letting my ego just go
For you complete me

[Pre-Chorus]
We've been down (Been down, some day)
But something tells me
It's only getting better (It's getting better)
So stick around
I wanna know what it feels like
Forever and ever

[Chorus]
It's all about you (All about you)
The things that I do (Things that I do)
The rest of the world don't understand me
You're all that I dream
Everything that I need (Things that I need)
'Cause when you are gone, (Uh) I feel so empty
It's all in the way you look at me
You're driving me crazy
It's all about you
All the things that I do
You are my life
'Cause you make it amazing

[Bridge]
I'm never alone
With the love that you give me
Wherever I go
I'm hoping you miss me
Don't wanna ever go back
Never ever go back
Baby you're my destiny, oh yeah

[Chorus]
It's all about you (All about you)
The things that I do (Things that I do)
The rest of the world don't understand me
You're all that I dream
Everything that I need (Things that I need)
'Cause when you are gone, (Uh) I feel so empty
It's all in the way you look at me
You're driving me crazy
It's all about you
All the things that I do
You are my life
'Cause you make it amazing, oh yeah
It's all about you","[Verse 1]
You are the one
You give me the something I need
It's me, and I'm calling
You are the one
Making it easy to me
In love with you I'm falling

[Pre-Chorus]
We've been down
But don't you know it went down here
And I feel it
Even now
Time that we make a deal
And seal it

[Chorus]
It's all about you
The things that I do
The rest of the world don't understand me
You're all that I dream
Everything that I need
'Cause when you are gone, I feel so empty
It's all in the way you look at me
You're driving me crazy
It's all about you
All the things that I do
You are my life
'Cause you make it amazing

[Violin Solo]

[Verse 2]
I'm the one
Who doesn't know how to say no
To you, I'm so easy
I'm the one
Who's letting my ego just go
For you complete me

[Pre-Chorus]
We've been down (Been down, some day)
But something tells me
It's only getting better (It's getting better)
So stick around
I wanna know what it feels like
Forever and ever

[Chorus]
It's all about you (All about you)
The things that I do (Things that I do)
The rest of the world don't understand me
You're all that I dream
Everything that I need (Things that I need)
'Cause when you are gone, (Uh) I feel so empty
It's all in the way you look at me
You're driving me crazy
It's all about you
All the things that I do
You are my life
'Cause you make it amazing

[Bridge]
I'm never alone
With the love that you give me
Wherever I go
I'm hoping you miss me
Don't wanna ever go back
Never ever go back
Baby you're my destiny, oh yeah

[Chorus]
It's all about you (All about you)
The things that I do (Things that I do)
The rest of the world don't understand me
You're all that I dream
Everything that I need (Things that I need)
'Cause when you are gone, (Uh) I feel so empty
It's all in the way you look at me
You're driving me crazy
It's all about you
All the things that I do
You are my life
'Cause you make it amazing, oh yeah
It's all about you",English,It's All About You,Pop,English
2010,Greece,OPA (ΩΠΑ),"Ekapsa to htes
Nihtes mou palies
Thipsala oi anaminseis eginan ki aftes

Lipes kai fones
Adikes efhes
Ki afisa se mia gonia
Anoihtes pliyes

Ekapsa to htes
Nihtes mou palies
Oneira kai efialtes rihno stis foties

Dakria kafta
Psemata polla
Miazoun san vouvi tainia
Pou den vlepo pia

Vazo mia fotia s'ola ta palia
Ola tha ta allakso kai tha to fonakso
Perasmena ksehasmena
Ki ola ap tin arhi ksana

Ekapsa to htes
Nihtes mou palies
Ki apo to miden arhizo oso ki an den thes

Dakria kafta
Psemata polla
Plirosa osa hrostousa
Kai ta daneika","opa,opa
I burned ""yesterdays"" ,nights of the past
the memories turned to smithereens as well
memories and screams,pointless wishes
In some corner(of my mind)i've left open wounds I burned ""yesterdays"",nights of the past
on fire I set dreams and nightmares
tears that burn,many lies
they look like a silent movie that I no longer watch opa I set on fire
everything that belongs on the past
I'll change everything
and I'll shout:
we can forget about the past and make a new beginning I set on fire
everything that belongs on past
I'll change everything
and I'll shout:
we can forget about the past and make a new beginning I burned ""yesterdays"",nights of the past
and I start all over again even if you don't want me to
Tears that burn,many lies
I paid for everything I owed and for all my debts",Greek,OPA,Pop,Greek1
2010,Portugal,Há dias assim,"Há dias assim
Que nos deixam sós
A alma vazia
A mágoa na voz

Gastámos as mãos
Tanto as apertámos
Já não há palavras
Foi de tanto as calarmos

Há uma canção
Que não te cantei
Versos por rimar
Poemas que nunca inventei

Quem nos pôs assim?
A vida rasgada
Quem te me levou?
Roubou-me a alma
Mas de ti não sabe nada

Há dias assim
Não há que esconder
Recear palavras
Amar ou sofrer

Ocultar sentidos
Fingir que não há
Há dias perdidos
Entre cá e lá

Há uma canção
Que não te cantei
Versos por rimar
Poemas que nunca inventei

Quem nos pôs assim?
A vida rasgada
Quem te me levou?
Roubou-me a alma
Mas de ti não sabe nada

Sei que um dia saberás
Que a vida é uma só
Não volta atrás

Quem nos pôs assim?
A vida rasgada
Quem te me levou
Roubou-me a alma
Mas de ti não sabe nada","There are days like this
That leave us lonely
The empty soul
The sorrow in the voice We consumed our hands
Because we squeezed them so much
There are no words left
Because we silenced them so much There is a song
That I didn't sing to you
Verses yet to be rhymed
Poems that I have never invented Who turned us like this?
A torn life
Who took you away from me
Stole my soul
But s/he doesn't know anything about you There are days like this
We don't need to hide
To fear words
To love or to suffer To conceal feelings
To pretend that they don't exist
There are lost days
Between here and there There is a song
That I didn't sing to you
Verses yet to be rhymed
Poems that I have never invented Who turned us like this?
A torn life
Who took you away from me
Stole my soul
But s/he doesn't know anything about you I know that one day you will know
That there is only one life
And no way back Who turned us like this?
A torn life
Who took you away from me
Stole my soul
But s/he doesn't know anything about you",Portuguese,Ha dias assim,Ballad,Portuguese
2010,North Macedonia,Jas ja imam silata (Јас ја имам силата),"Се буди денот нов
А дождот пак ќе дојде кај нас
Студен камен ти до мене си

Не допира ги, моиве усни, тоа не си ти
Дај да сонувам а сонот со тебе е само сон

Јас ја имам силата да те преболам
Да те немам и да не те гледам
И ги ширам крилата да те прелетам
Преку сите, преку сите неба

И еве одам јас топол ветер в лице пак да осетам
Добро е да бидеш слободен и сам
Ослободен и сам

Јас ја имам силата да те преболам
Да те немам и да не те гледам
И ги ширам крилата да те прелетам
Преку сите, преку сите неба

Се буди ден, се буди нов ден, нов проблем
Тука си крај мене, а пак сум осамен
Бегам од се, бегам и од тебе
Млада дамо сам на себе сум си потребен
И сакам сон, сакав јас сон
А сонот со тебе е само сон
И имам сила за да сватам дека моја не си била, ха

Јас ја имам силата да те преболам
Да те немам и да не те гледам
И ги ширам крилата да те прелетам
Преку сите, преку сите неба

Јас ја имам силата да те преболам
Да те немам и да не те гледам
И ги ширам крилата да те прелетам
Преку сите, преку сите неба","A new day is waking
But the rain will come to us again
This gravestone by me is you Don't touch these lips of mine, that isn't you
Leave me to dream, though a dream with you is just a dream I have the strength to get over you
To not have you, and to not see you
And I spread my wings to fly over you
Through all, through all the heavens Look, I'm going, to feel the warm wind on my face again
It's good to be free and alone
Free and alone I have the strength to get over you
To not have you, and to not see you
And I spread my wings to fly over you
Through all, through all the heavens A day is waking, a new day, a new problem
You're here with me, but again I'm lonely
I'm running from everything, even running from you
Little woman I just need to be by myself
I want to dream, I wanted to dream
But a dream with you is only a dream
And I have the strength to realise that you were never mine, ha I have the strength to get over you
To not have you, and to not see you
And I spread my wings to fly over you
Through all, through all the heavens I have the strength to get over you
To not have you, and to not see you
And I spread my wings to fly over you
Through all, through all the heavens",Macedonian,Jas ja imam silata,Pop,Macedonian
2010,Belarus,Butterflies,"I'm gonna tell you what 's inside my soul
We are so fragile, just like melting snow
We've got to come to see the beauty of love
And imagine, and imagine, just imagine

And we're like butterflies flying to the sun
The sun will never let us look inside
I believe that this'll be opened up
But at the right time
Heartfully just wait for it, it will come

And even if you often were so wrong
And you denied the miracle's possible
But you have got to see it anyway
And imagine, and imagine, just imagine

And we're like butterflies flying to the sun
The sun will never let us look inside
I believe that this'll be opened up
But at the right time
Heartfully just wait for it, it will come

And we're like butterflies flying to the sun (The sun)
The sun will never let us look inside (Look inside, I believe)
I believe that this'll be opened up
But at the right time
Heartfully just wait for it
And all the secrets will come, come out","I'm gonna tell you what 's inside my soul
We are so fragile, just like melting snow
We've got to come to see the beauty of love
And imagine, and imagine, just imagine

And we're like butterflies flying to the sun
The sun will never let us look inside
I believe that this'll be opened up
But at the right time
Heartfully just wait for it, it will come

And even if you often were so wrong
And you denied the miracle's possible
But you have got to see it anyway
And imagine, and imagine, just imagine

And we're like butterflies flying to the sun
The sun will never let us look inside
I believe that this'll be opened up
But at the right time
Heartfully just wait for it, it will come

And we're like butterflies flying to the sun (The sun)
The sun will never let us look inside (Look inside, I believe)
I believe that this'll be opened up
But at the right time
Heartfully just wait for it
And all the secrets will come, come out",English,Butterflies,Ballad,English
2010,Iceland,Je ne sais quoi,"I am standing strong, I've overcome the sadness in my life
Now I look up and see the brightest sky above me
And it's reflecting in your eyes

Je ne sais quoi, I know you have a special something
Je ne sais quoi, oh, something I just can't explain
And when I see your face I wanna follow my emotions
Je ne sais pas, pourquoi?

When the clouds are gone the stars come out around us, shining
And all that we see is the love, our hearts aligned together
Tell me, do you feel the same?

Je ne sais quoi, I know you have a special something
Je ne sais quoi, oh, something I just can't explain
And when I see your face I wanna follow my emotions
Je ne sais pas, pourquoi?

I just love this crazy feeling
It's like I've known you all my life

Je ne sais quoi
Je ne sais quoi, I know you have a special something
Je ne sais quoi, oh, something I just can't explain
And when I see your face I wanna follow my emotions
Je ne sais pas, pourquoi?","I am standing strong, I've overcome the sadness in my life
Now I look up and see the brightest sky above me
And it's reflecting in your eyes

Je ne sais quoi, I know you have a special something
Je ne sais quoi, oh, something I just can't explain
And when I see your face I wanna follow my emotions
Je ne sais pas, pourquoi?

When the clouds are gone the stars come out around us, shining
And all that we see is the love, our hearts aligned together
Tell me, do you feel the same?

Je ne sais quoi, I know you have a special something
Je ne sais quoi, oh, something I just can't explain
And when I see your face I wanna follow my emotions
Je ne sais pas, pourquoi?

I just love this crazy feeling
It's like I've known you all my life

Je ne sais quoi
Je ne sais quoi, I know you have a special something
Je ne sais quoi, oh, something I just can't explain
And when I see your face I wanna follow my emotions
Je ne sais pas, pourquoi?",English (French),Je ne sais quoi,Dance,English
2010,Lithuania,Eastern European Funk,"You’ve seen it all before
We ain’t got no taste we’re all a bore
But you should give us chance
Cause we’re just victims of circumstance
We’ve had it pretty tough
But that’s ok, we like it rough
We’ll settle the score
We survived the reds and 2 world wars

Get up and dance to our Eastern European kinda…
Get up and dance to our Eastern European kinda…
Get up and dance to our Eastern European kind of funk!

Yes Sir, we are legal we are, though we are not as legal as you
No Sir we’re not equal no, though we are both from the EU
We build your homes and wash your dishes
Keep you your hands all soft and clean
But one of these days you’ll realize Eastern Europe is in your genes

Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kind of funk

Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kind of funk

Get up and dance to our… get up and dance to our…
Get up and dance to our… get up and dance to our…
Get up and dance to our… get up and dance to our…
Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kind of funk

Get up and dance to our…
Get up and dance to our Eastern European kind of funk
Get up and dance to our…
Get up and dance to our Eastern European kind of funk
Get up and dance to our…
Get up and dance to our Eastern European kind of funk","You’ve seen it all before
We ain’t got no taste we’re all a bore
But you should give us chance
Cause we’re just victims of circumstance
We’ve had it pretty tough
But that’s ok, we like it rough
We’ll settle the score
We survived the reds and 2 world wars

Get up and dance to our Eastern European kinda…
Get up and dance to our Eastern European kinda…
Get up and dance to our Eastern European kind of funk!

Yes Sir, we are legal we are, though we are not as legal as you
No Sir we’re not equal no, though we are both from the EU
We build your homes and wash your dishes
Keep you your hands all soft and clean
But one of these days you’ll realize Eastern Europe is in your genes

Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kind of funk

Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kind of funk

Get up and dance to our… get up and dance to our…
Get up and dance to our… get up and dance to our…
Get up and dance to our… get up and dance to our…
Get up and dance to our Eastern European kinda
Get up and dance to our Eastern European kind of funk

Get up and dance to our…
Get up and dance to our Eastern European kind of funk
Get up and dance to our…
Get up and dance to our Eastern European kind of funk
Get up and dance to our…
Get up and dance to our Eastern European kind of funk",English,Eastern European Funk,Dance,English
2010,Armenia,Apricot Stone,"Many, many years ago
When I was a little child
Mama told me you should know
Our world is cruel and wild
But to make your way through cold and heat
Love is all that you need

I believed her every word
More than anything I heard
But I was too scared to lose my fun
I began to cry a lot
And she gave me apricots
Kisses of the earth, fruits of the sun

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot stone
I will drop it down
In the frozen ground
Let it, let it make its round

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot Stone

Now I see the Northern stars
Shining brightly in the storm
And I've got an avatar
Of my love to keep me warm
Now I'm not afraid of violent winds
They may blow - they can't win

May the winter stay away
From my harvest night and day
May God bless and keep my cherished fruit
Grow my tree up to the sky
Once I waved my home goodbye
I just want to go back to my roots

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot stone
I will drop it down
In the frozen ground
Let it, let it make its round

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot Stone","Many, many years ago
When I was a little child
Mama told me you should know
Our world is cruel and wild
But to make your way through cold and heat
Love is all that you need

I believed her every word
More than anything I heard
But I was too scared to lose my fun
I began to cry a lot
And she gave me apricots
Kisses of the earth, fruits of the sun

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot stone
I will drop it down
In the frozen ground
Let it, let it make its round

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot Stone

Now I see the Northern stars
Shining brightly in the storm
And I've got an avatar
Of my love to keep me warm
Now I'm not afraid of violent winds
They may blow - they can't win

May the winter stay away
From my harvest night and day
May God bless and keep my cherished fruit
Grow my tree up to the sky
Once I waved my home goodbye
I just want to go back to my roots

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot stone
I will drop it down
In the frozen ground
Let it, let it make its round

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot stone
Hidden in my hand
Given back to me
From the motherland

Apricot Stone",English,Apricot Stone,Pop,English
2010,Israel,Milim (מילים),"שוב העצב כאן
שוב הפחד קם
והסוף נרקם
בחלוני

זגוגית סדוקה
ושוב שתיקה
מותשת וזרוקה
בדמיוני

האור נרדם
דמעות של דם
שורפות לי בגרון
ידית שרוטה
תקרה שמוטה

כשאני שר לך את השיר האחרון
השארת לי רק מילים
מקלט בין הצללים
ספרים מסודרים
ובין החדרים
השארת לי רק מילים
זר של מנעולים
אלוהים
השארת לי רק מילים

קירות שותקים עכשיו
ומה לקחת
כשברחת
כן, מה לקחת
במלחמה הזאת אולי ניצחת
?ומה נשאר לי כשהלכת
השארת לי רק מילים
מקלט בין הצללים
ספרים מסודרים
ובין החדרים
השארת לי רק מילים
זר של מנעולים
אלוהים
השארת לי רק מילים
וגם לקרח קר
כשאני נזכר
איך את היום מולו
מוארת בצילו
נשברת בשבילו
את המילים שהשארת לי
את עכשיו אומרת לו","Again, the sadness is here, again the fear arose
And the end is woven in my window
A cracked glass and again silence
Exhausted and thrown, in my mind
The light is asleep and tears of blood
are burning in my throat
A scratched door handle, a falling ceiling
When I sing this last song to you You left me only words,
A shelter in the shadows
Organized books and among the rooms
You left me only words
A bouquet of locks
My God,
You left me only words The walls are silent now
And what did you take when you ran away,
Yes, what did you take?
In this war you may have won
And what was left for me when you left? You left me only words,
A shelter in the shadows
Organized books and among the rooms
You left me only words
A bouquet of locks
My God, you left me only words Even the ice gets cold when I remember
How today you are across from him
Lit by his shadow, fall apart for him
The words you left me
You are now saying to him",Hebrew,Milim,Ballad,Hebrew
